,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
675,Từ Điển Tiếng Hàn Qua Tranh - Sách Bài Tập(Tặng kèm Booksmark),https://salt.tikicdn.com/cache/280x280/ts/product/f4/f4/e4/11fa98fa31827110c71314745cebb863.jpg,Tiếng Hàn,"Với bất kỳ một ngôn ngữ nào, việc sử dụng từ điển trong quá trình học tập là không thể thiếu. Từ điển giúp người học có thể dễ dàng tra cứu từ vựng khi cần thiết. Tuy nhiên, những cuốn từ điển khô kh...",143000.0,<p>19 x 27 cm</p>,,Kang Hyoun - hwa,,,,,Từ Điển Tiếng Hàn Qua Tranh - Sách Bài Tập(Tặng kèm Booksmark),https://salt.tikicdn.com/cache/280x280/ts/product/f4/f4/e4/11fa98fa31827110c71314745cebb863.jpg,Tiếng Hàn,Kang Hyoun - hwa,"Với bất kỳ một ngôn ngữ nào, việc sử dụng từ điển trong quá trình học tập là không thể thiếu. Từ điển giúp người học có thể dễ dàng tra cứu từ vựng khi cần thiết. Tuy nhiên, những cuốn từ điển khô kh...",143000.0,MCBOOKS,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,<p>19 x 27 cm</p>,,
676,Từ Điển Bách Khoa Việt Nam - Tập 4,https://salt.tikicdn.com/cache/280x280/ts/product/f4/41/c3/423ade27664d35bb6cb76322635238e1.jpg,Nhiều ngôn ngữ,"Từ điển bách khoa Việt Nam được biên soạn lần đầu tiên ở Việt Nam là bộ từ điển bách khoa tổng hợp nhiều chuyên ngành, cỡ trung bình, có tính chất thông dụng, dùng cho đông đảo bạn đọc, chủ yếu cho nh...",719500.0,19 x 27 cm,1167.0,Hội Đồng Quốc Gia Chỉ Đạo Biên Soạn Từ Điển Bách Khoa Việt Nam,,,,,Từ Điển Bách Khoa Việt Nam - Tập 4,https://salt.tikicdn.com/cache/280x280/ts/product/f4/41/c3/423ade27664d35bb6cb76322635238e1.jpg,Nhiều ngôn ngữ,Hội Đồng Quốc Gia Chỉ Đạo Biên Soạn Từ Điển Bách Khoa Việt Nam,"Từ điển bách khoa Việt Nam được biên soạn lần đầu tiên ở Việt Nam là bộ từ điển bách khoa tổng hợp nhiều chuyên ngành, cỡ trung bình, có tính chất thông dụng, dùng cho đông đảo bạn đọc, chủ yếu cho nh...",719500.0,Nhà Sách Hồng Ân,2019-09-01 00:00:00,Bìa cứng,1167.0,,19 x 27 cm,,
677,Từ Điển Bách Khoa Việt Nam - Tập 3,https://salt.tikicdn.com/cache/280x280/ts/product/d4/5c/d0/3b8889a3d1fb64dfad599a0b0ac8fe15.jpg,Nhiều ngôn ngữ,"Từ điển bách khoa Việt Nam được biên soạn lần đầu tiên ở Việt Nam là bộ từ điển bách khoa tổng hợp nhiều chuyên ngành, cỡ trung bình, có tính chất thông dụng, dùng cho đông đảo bạn đọc, chủ yếu cho nh...",719500.0,19 x 27 cm,878.0,Hội Đồng Quốc Gia Chỉ Đạo Biên Soạn Từ Điển Bách Khoa Việt Nam,,,,,Từ Điển Bách Khoa Việt Nam - Tập 3,https://salt.tikicdn.com/cache/280x280/ts/product/d4/5c/d0/3b8889a3d1fb64dfad599a0b0ac8fe15.jpg,Nhiều ngôn ngữ,Hội Đồng Quốc Gia Chỉ Đạo Biên Soạn Từ Điển Bách Khoa Việt Nam,"Từ điển bách khoa Việt Nam được biên soạn lần đầu tiên ở Việt Nam là bộ từ điển bách khoa tổng hợp nhiều chuyên ngành, cỡ trung bình, có tính chất thông dụng, dùng cho đông đảo bạn đọc, chủ yếu cho nh...",719500.0,Nhà Sách Hồng Ân,2019-09-01 00:00:00,Bìa cứng,878.0,,19 x 27 cm,,
678,"Từ Điển Đối Chiếu Thuật Ngữ Ngôn Ngữ Học (Việt - Anh, Anh - Việt)",https://salt.tikicdn.com/cache/280x280/ts/product/93/ea/16/2e31c52e829ef5ab9e24d755f67bd42c.jpg,Nhiều ngôn ngữ,"Cuốn ""Từ Điển Thuật Ngữ Ngôn Ngữ Học Đối Chiếu (Anh - Việt, Việt - Anh)"" này gồm khoảng gần 7000 thuật ngữ tiếng Anh và cũng gần như chừng ấy thuật ngữ tiếng Việt, có thể được coi như là sự khai triển...",61750.0,"13,5 x 21 cm",268.0,Nguyễn Thiện Giáp,,,,,"Từ Điển Đối Chiếu Thuật Ngữ Ngôn Ngữ Học (Việt - Anh, Anh - Việt)",https://salt.tikicdn.com/cache/280x280/ts/product/93/ea/16/2e31c52e829ef5ab9e24d755f67bd42c.jpg,Nhiều ngôn ngữ,Nguyễn Thiện Giáp,"Cuốn ""Từ Điển Thuật Ngữ Ngôn Ngữ Học Đối Chiếu (Anh - Việt, Việt - Anh)"" này gồm khoảng gần 7000 thuật ngữ tiếng Anh và cũng gần như chừng ấy thuật ngữ tiếng Việt, có thể được coi như là sự khai triển...",61750.0,Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam,2018-10-01 00:00:00,Bìa mềm,268.0,Nhà Xuất Bản Khoa Học Xã Hội,"13,5 x 21 cm",,
679,Từ Điển Hán - Việt,https://salt.tikicdn.com/cache/280x280/ts/product/c8/cb/61/3319a782a67a711b5c9dcebd6b479016.jpg,Nhiều ngôn ngữ,"Từ Điển Hán - Việt""Từ điển Hán - Việt"" là tài liệu tham khảo cần thiết đối với những người học và sử dụng tiếng Trung Quốc. Cuốn từ cung cấp một khối lượng từ phong phú, đa dạng. Trong đó đa phần là ...",295100.0,,2024.0,Phan Văn Các,,,,,Từ Điển Hán - Việt,https://salt.tikicdn.com/cache/280x280/ts/product/c8/cb/61/3319a782a67a711b5c9dcebd6b479016.jpg,Nhiều ngôn ngữ,Phan Văn Các,"Từ Điển Hán - Việt""Từ điển Hán - Việt"" là tài liệu tham khảo cần thiết đối với những người học và sử dụng tiếng Trung Quốc. Cuốn từ cung cấp một khối lượng từ phong phú, đa dạng. Trong đó đa phần là ...",295100.0,Nhà sách Minh Thắng,,Bìa cứng,2024.0,Nhà Xuất Bản Dân Trí,,,
680,Tự Học Hán Văn (Tái Bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/7a/56/07/1aceb1c4a80189ab79dc707b614a5071.jpg,Nhiều ngôn ngữ,"Hán văn có quan hệ mật thiết với ngôn ngữ, học thật nước nhà và là phương tiện tiện tiếp thu văn chương, tư tưởng Trung Quốc. Bởi những lẽ đó, môn Hán văn đã và đang được giảng dạy ở một số trường Đại...",63749.0,17x24,336.0,Nguyễn Khuê,,,,,Tự Học Hán Văn (Tái Bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/7a/56/07/1aceb1c4a80189ab79dc707b614a5071.jpg,Nhiều ngôn ngữ,Nguyễn Khuê,"Hán văn có quan hệ mật thiết với ngôn ngữ, học thật nước nhà và là phương tiện tiện tiếp thu văn chương, tư tưởng Trung Quốc. Bởi những lẽ đó, môn Hán văn đã và đang được giảng dạy ở một số trường Đại...",63749.0,Nhà Sách Hồng Ân,2020-01-01 00:00:00,Bìa mềm,336.0,Nhà Xuất Bản Đà Nẵng,17x24,,
681,Từ Điển Bách Khoa Việt Nam - Tập 2,https://salt.tikicdn.com/cache/280x280/ts/product/db/ef/db/a8af0dfe17da31f32451a90671da920c.jpg,Nhiều ngôn ngữ,"Từ điển bách khoa Việt Nam được biên soạn lần đầu tiên ở Việt Nam là bộ từ điển bách khoa tổng hợp nhiều chuyên ngành, cỡ trung bình, có tính chất thông dụng, dùng cho đông đảo bạn đọc, chủ yếu cho nh...",719500.0,19 x 27 cm,1035.0,Hội Đồng Quốc Gia Chỉ Đạo Biên Soạn Từ Điển Bách Khoa Việt Nam,,,,,Từ Điển Bách Khoa Việt Nam - Tập 2,https://salt.tikicdn.com/cache/280x280/ts/product/db/ef/db/a8af0dfe17da31f32451a90671da920c.jpg,Nhiều ngôn ngữ,Hội Đồng Quốc Gia Chỉ Đạo Biên Soạn Từ Điển Bách Khoa Việt Nam,"Từ điển bách khoa Việt Nam được biên soạn lần đầu tiên ở Việt Nam là bộ từ điển bách khoa tổng hợp nhiều chuyên ngành, cỡ trung bình, có tính chất thông dụng, dùng cho đông đảo bạn đọc, chủ yếu cho nh...",719500.0,Nhà Sách Hồng Ân,2019-09-01 00:00:00,Bìa cứng,1035.0,,19 x 27 cm,,
682,Từ Điển Tâm Lý - Tính Cách Và Cảm Xúc Đến Từ Đâu ?,https://salt.tikicdn.com/cache/280x280/ts/product/f8/cd/35/b7f308316a5dc8de100631c979d65169.jpg,Nhiều ngôn ngữ,"""“Tính cách” và “cảm xúc” là những từ ngữ vô cùng quen thuộc, nhưng để bóc tách và phân tích từng loại tính cách và cảm xúc thì không phải chuyện dễ dàng gì.Khi giao tiếp với người khác, chúng ta luô...",110500.0,14 x 20.5 cm,448.0,Shozo Shibuya,,,,,Từ Điển Tâm Lý - Tính Cách Và Cảm Xúc Đến Từ Đâu ?,https://salt.tikicdn.com/cache/280x280/ts/product/f8/cd/35/b7f308316a5dc8de100631c979d65169.jpg,Nhiều ngôn ngữ,Shozo Shibuya,"""“Tính cách” và “cảm xúc” là những từ ngữ vô cùng quen thuộc, nhưng để bóc tách và phân tích từng loại tính cách và cảm xúc thì không phải chuyện dễ dàng gì.Khi giao tiếp với người khác, chúng ta luô...",110500.0,Read Books,,Bìa mềm,448.0,Nhà Xuất Bản Thế Giới,14 x 20.5 cm,Trần Thị Thu Hằng,
683,Từ Điển Bách Khoa Việt Nam - Tập 1,https://salt.tikicdn.com/cache/280x280/ts/product/52/a9/38/d499ab4acc7fc819700779d6130fd6fd.jpg,Nhiều ngôn ngữ,"Từ điển bách khoa Việt Nam được biên soạn lần đầu tiên ở Việt Nam là bộ từ điển bách khoa tổng hợp nhiều chuyên ngành, cỡ trung bình, có tính chất thông dụng, dùng cho đông đảo bạn đọc, chủ yếu cho nh...",719500.0,19 x 27 cm,1204.0,Hội Đồng Quốc Gia Chỉ Đạo Biên Soạn Từ Điển Bách Khoa Việt Nam,,,,,Từ Điển Bách Khoa Việt Nam - Tập 1,https://salt.tikicdn.com/cache/280x280/ts/product/52/a9/38/d499ab4acc7fc819700779d6130fd6fd.jpg,Nhiều ngôn ngữ,Hội Đồng Quốc Gia Chỉ Đạo Biên Soạn Từ Điển Bách Khoa Việt Nam,"Từ điển bách khoa Việt Nam được biên soạn lần đầu tiên ở Việt Nam là bộ từ điển bách khoa tổng hợp nhiều chuyên ngành, cỡ trung bình, có tính chất thông dụng, dùng cho đông đảo bạn đọc, chủ yếu cho nh...",719500.0,Nhà Sách Hồng Ân,2019-09-01 00:00:00,Bìa cứng,1204.0,,19 x 27 cm,,
684,Từ Điển Tài Chính Kế Toán Và Ngân Hàng Anh Việt - Việt Anh,https://salt.tikicdn.com/cache/280x280/ts/product/2f/89/21/bb45a5e5899a40db16733b5430eda8a1.jpg,Nhiều ngôn ngữ,"Từ Điển Tài Chính Kế Toán Và Ngân Hàng Anh Việt - Việt AnhTừ Điển Tài Chính Kế Toán Và Ngân Hàng Anh Việt Việt Anh này gồm khoảng 18000 thuật ngữ thông dụng nhất trong mỗi phần thuộc các lĩnh vực , cá...",89000.0,10 x 18 cm,672.0,Cung Kim Tiến,,,,,Từ Điển Tài Chính Kế Toán Và Ngân Hàng Anh Việt - Việt Anh,https://salt.tikicdn.com/cache/280x280/ts/product/2f/89/21/bb45a5e5899a40db16733b5430eda8a1.jpg,Nhiều ngôn ngữ,Cung Kim Tiến,"Từ Điển Tài Chính Kế Toán Và Ngân Hàng Anh Việt - Việt AnhTừ Điển Tài Chính Kế Toán Và Ngân Hàng Anh Việt Việt Anh này gồm khoảng 18000 thuật ngữ thông dụng nhất trong mỗi phần thuộc các lĩnh vực , cá...",89000.0,Công ty MTV DV - VH Khang Việt,2020-03-01 00:00:00,Bìa mềm,672.0,Nhà Xuất Bản Thanh Niên,10 x 18 cm,,
685,"Từ Điển Bằng Hình Ngành Cơ Khí, Điện Máy Và Vật Liệu Công Trình Anh - Việt - Đức",https://salt.tikicdn.com/cache/280x280/ts/product/fe/23/d1/e7460415e2f82d24da3f5ceeef3ac03c.jpg,Nhiều ngôn ngữ,"Từ điển tuyển chọn những từ vựng quan trọng nhất trong lĩnh vực cơ khí, điện máy và vật liệu công trình đáp ứng nhu cầu tra cứu và học tập.• Thuận tiện: Từ điển trình bày bằng ba ngôn ngữ: Anh-Việt-Đ...",312300.0,13.8 x 16.6 cm,360.0,PONS,,,,,"Từ Điển Bằng Hình Ngành Cơ Khí, Điện Máy Và Vật Liệu Công Trình Anh - Việt - Đức",https://salt.tikicdn.com/cache/280x280/ts/product/fe/23/d1/e7460415e2f82d24da3f5ceeef3ac03c.jpg,Nhiều ngôn ngữ,PONS,"Từ điển tuyển chọn những từ vựng quan trọng nhất trong lĩnh vực cơ khí, điện máy và vật liệu công trình đáp ứng nhu cầu tra cứu và học tập.• Thuận tiện: Từ điển trình bày bằng ba ngôn ngữ: Anh-Việt-Đ...",312300.0,Nhân Trí Việt,2021-03-01 00:00:00,Bìa mềm,360.0,Nhà Xuất Bản Tổng hợp TP.HCM,13.8 x 16.6 cm,Lê Huy Lâm,
686,Từ Điển Việt - Nga,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-viet-nga.u5464.d20170725.t154721.893693.jpg,Nhiều ngôn ngữ,"Cuốn Từ Điển Nga - Việt này dành cho đối tượng là người Việt học và tra cứu tiếng Nga: học sinh, sinh viên, người tự học tiếng Nga hoặc học có hướng dẫn. Với quan điểm đó, mục từ của Từ điển được lựa ...",336000.0,10 x 18 cm,1453.0,TS.Bùi Hiển,,,,,Từ Điển Việt - Nga,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-viet-nga.u5464.d20170725.t154721.893693.jpg,Nhiều ngôn ngữ,TS.Bùi Hiển,"Cuốn Từ Điển Nga - Việt này dành cho đối tượng là người Việt học và tra cứu tiếng Nga: học sinh, sinh viên, người tự học tiếng Nga hoặc học có hướng dẫn. Với quan điểm đó, mục từ của Từ điển được lựa ...",336000.0,Huy Hoàng Bookstore,2017-07-25 00:00:00,Bìa mềm,1453.0,Nhà Xuất Bản Bách Khoa Hà Nội,10 x 18 cm,,
687,"Từ Điển An Toàn Thông Tin Anh-Việt, Việt-Anh",https://salt.tikicdn.com/cache/280x280/ts/product/1b/d6/23/1d9088dd83b5f348681308b81079d889.jpg,Nhiều ngôn ngữ,"Cuốn sách ""Từ điển an toàn thông tin Anh Việt - Việt Anh"" do ban Từ điển của NXB Khoa học và Kỹ thuật tổ chức biên soạn dựa trên những từ điển giải thích tiếng Anh mới nhất và những từ điển chuyên ngà...",165000.0,,848.0,Ban Từ điển biên soạn,,,,,"Từ Điển An Toàn Thông Tin Anh-Việt, Việt-Anh",https://salt.tikicdn.com/cache/280x280/ts/product/1b/d6/23/1d9088dd83b5f348681308b81079d889.jpg,Nhiều ngôn ngữ,Ban Từ điển biên soạn,"Cuốn sách ""Từ điển an toàn thông tin Anh Việt - Việt Anh"" do ban Từ điển của NXB Khoa học và Kỹ thuật tổ chức biên soạn dựa trên những từ điển giải thích tiếng Anh mới nhất và những từ điển chuyên ngà...",165000.0,NXB Khoa Học Kỹ Thuật,,Bìa mềm,848.0,,,,
688,Từ Điển Nga - Việt (Bỏ Túi),https://salt.tikicdn.com/cache/280x280/ts/product/0b/65/a6/9429e0262cb724148027ba4511355b25.jpg,Nhiều ngôn ngữ,"Từ Điển Nga - Việt (Bỏ Túi) bao gồm những mục từ hiện đại, ngôn ngữ hội thoại cũng như quán từ thông dụng.Mỗi mục từ đều có những giải thích ngữ pháp cơ bản, một số lượng lớn các ví dụ, các tập hợp t...",95500.0,11 x 18 cm,444.0,"PGS.TS KH Nguyễn Ngọc Hùng,ThS. Trần Bích Thư",,,,,Từ Điển Nga - Việt (Bỏ Túi),https://salt.tikicdn.com/cache/280x280/ts/product/0b/65/a6/9429e0262cb724148027ba4511355b25.jpg,Nhiều ngôn ngữ,"PGS.TS KH Nguyễn Ngọc Hùng,ThS. Trần Bích Thư","Từ Điển Nga - Việt (Bỏ Túi) bao gồm những mục từ hiện đại, ngôn ngữ hội thoại cũng như quán từ thông dụng.Mỗi mục từ đều có những giải thích ngữ pháp cơ bản, một số lượng lớn các ví dụ, các tập hợp t...",95500.0,Huy Hoàng Bookstore,2018-01-10 00:00:00,Bìa mềm,444.0,Nhà Xuất Bản Khoa Học Xã Hội,11 x 18 cm,,
689,Từ Điển Triết Học Habermas,https://salt.tikicdn.com/cache/280x280/ts/product/64/3a/74/d4642f3c7f9fabad3e908f4d0471dd81.jpg,Nhiều ngôn ngữ,"Từ Điển Triết Học HabermasJürgen Habermas (1929-) là một trong những nhà tư tưởng ảnh hưởng nhất của thời đại chúng ta, người bảo vệ mang tư tưởng độc lập cho “dự án tính hiện đại” ở thời kỳ được cho...",108000.0,16 x 24cm,236.0,Andrew Edgar,,,,,Từ Điển Triết Học Habermas,https://salt.tikicdn.com/cache/280x280/ts/product/64/3a/74/d4642f3c7f9fabad3e908f4d0471dd81.jpg,Nhiều ngôn ngữ,Andrew Edgar,"Từ Điển Triết Học HabermasJürgen Habermas (1929-) là một trong những nhà tư tưởng ảnh hưởng nhất của thời đại chúng ta, người bảo vệ mang tư tưởng độc lập cho “dự án tính hiện đại” ở thời kỳ được cho...",108000.0,Viện Nghiên Cứu Phát Triển Giáo Dục Ired,2018-09-20 00:00:00,Bìa mềm,236.0,Nhà Xuất Bản Tổng hợp TP.HCM,16 x 24cm,Nguyễn Đắc Kiên,
690,Từ Điển Hán Việt (tặng kèm 1 bookmark và 1 tẩy con vật),https://salt.tikicdn.com/cache/280x280/ts/product/be/f6/15/a5c8373772d7c45d8e081476f86aec1b.jpg,Nhiều ngôn ngữ,"Từ Điển Hán - ViệtCuốn Từ Điển Hán - Việt đã được biên soạn nhằm đáp ứng nhu cầu học tập, tra cứu của bạn đọc và các bạn sinh viên, học viên khoa tiếng Hán. So với các cuốn Từ điển Hán - Việt đã có d...",150000.0,<p>10x16</p>,1366.0,"Trương Văn Giới,Lê Khắc Kiều Lục",,,,,Từ Điển Hán Việt (tặng kèm 1 bookmark và 1 tẩy con vật),https://salt.tikicdn.com/cache/280x280/ts/product/be/f6/15/a5c8373772d7c45d8e081476f86aec1b.jpg,Nhiều ngôn ngữ,"Trương Văn Giới,Lê Khắc Kiều Lục","Từ Điển Hán - ViệtCuốn Từ Điển Hán - Việt đã được biên soạn nhằm đáp ứng nhu cầu học tập, tra cứu của bạn đọc và các bạn sinh viên, học viên khoa tiếng Hán. So với các cuốn Từ điển Hán - Việt đã có d...",150000.0,Công ty TNHH Giáo Dục Hải Hà,2018-12-27 17:21:45,Bìa cứng,1366.0,Nhà Xuất Bản Khoa Học Xã Hội,<p>10x16</p>,,
691,Từ Điển Nga - Việt,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-nga-viet_1.jpg,Nhiều ngôn ngữ,"Từ Điển Nga - Việt Cuốn từ điển Nga- Việt này dành cho đối tượng là người Việt học và tra cứu tiếng Nga: học sinh, sinh viên, người tự học tiếng Nga hoặc học có hướng dẫn. Với quan điểm đó, mục từ củ...",138600.0,11 x 18 cm,1008.0,PGS.Tiến sĩ Nguyễn Trọng Báu,,,,,Từ Điển Nga - Việt,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-nga-viet_1.jpg,Nhiều ngôn ngữ,PGS.Tiến sĩ Nguyễn Trọng Báu,"Từ Điển Nga - Việt Cuốn từ điển Nga- Việt này dành cho đối tượng là người Việt học và tra cứu tiếng Nga: học sinh, sinh viên, người tự học tiếng Nga hoặc học có hướng dẫn. Với quan điểm đó, mục từ củ...",138600.0,Huy Hoàng Bookstore,2015-12-02 00:00:00,Bìa cứng,1008.0,Nhà Xuất Bản Thế Giới,11 x 18 cm,,
692,Văn Bia Hán Nôm Thời Mạc - Tư Liệu Và Khảo Cứu,https://salt.tikicdn.com/cache/280x280/ts/product/fc/10/d3/b2c825cceae1358b13fdb18471666bd7.jpg,Nhiều ngôn ngữ,"Văn Bia Hán Nôm Thời Mạc - Tư Liệu Và Khảo CứuTác giả: Đinh Khắc ThuânNXB: NXB Đại học Quốc gia Hà NộiNăm XB: 3/2021 - Số trang: 752 - Sách Bìa CứngBộ ""Tùng thư văn bia Việt Nam"" này là kết quả củ...",475000.0,,752.0,Đinh Khắc Thuân,,,,,Văn Bia Hán Nôm Thời Mạc - Tư Liệu Và Khảo Cứu,https://salt.tikicdn.com/cache/280x280/ts/product/fc/10/d3/b2c825cceae1358b13fdb18471666bd7.jpg,Nhiều ngôn ngữ,Đinh Khắc Thuân,"Văn Bia Hán Nôm Thời Mạc - Tư Liệu Và Khảo CứuTác giả: Đinh Khắc ThuânNXB: NXB Đại học Quốc gia Hà NộiNăm XB: 3/2021 - Số trang: 752 - Sách Bìa CứngBộ ""Tùng thư văn bia Việt Nam"" này là kết quả củ...",475000.0,Trung Tâm Kinh Doanh Xuất Bản Và Phát Hành Sách,2021-03-24 20:28:06,Bìa cứng,752.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,Lần thứ nhất
693,Từ Điển Dệt-May Anh-Việt,https://salt.tikicdn.com/cache/280x280/ts/product/4c/7e/28/e6954c4f5d0b4041b78bb1abdf11b2c0.jpg,Nhiều ngôn ngữ,"Từ Điển Dệt, May Anh - Việt được xuất bản nhằm đáp ứng nhu cầu đông đảo bạn đọc sử dụng những tài liệu bằng tiếng Anh thuộc lĩnh vực vật liệu, sợi, dệt, nhộm, xử lý hoá học, cắt, may... cũng như các l...",160000.0,,816.0,Ban Từ điển biên soạn,,,,,Từ Điển Dệt-May Anh-Việt,https://salt.tikicdn.com/cache/280x280/ts/product/4c/7e/28/e6954c4f5d0b4041b78bb1abdf11b2c0.jpg,Nhiều ngôn ngữ,Ban Từ điển biên soạn,"Từ Điển Dệt, May Anh - Việt được xuất bản nhằm đáp ứng nhu cầu đông đảo bạn đọc sử dụng những tài liệu bằng tiếng Anh thuộc lĩnh vực vật liệu, sợi, dệt, nhộm, xử lý hoá học, cắt, may... cũng như các l...",160000.0,NXB Khoa Học Kỹ Thuật,,Bìa cứng,816.0,,,,
694,Tam Tự Kinh ( Trình Bày: Việt - Hán - Nôm ),https://salt.tikicdn.com/cache/280x280/ts/product/21/b5/68/365980791eaae1e11a1eda0037aba36f.jpg,Nhiều ngôn ngữ,"Tam Tự Kinh là sách học vỡ lòng của con trẻ Trung Quốc và cả Việt Nam, được biên soạn từ đời tống (960 – 1279), đến các đời Minh, Thanh lại được bổ sung. Nội dung của sách chỉ hơn một ngàn chữ (1000),...",30000.0,,106.0,Đoàn Trung Còn,,,,,Tam Tự Kinh ( Trình Bày: Việt - Hán - Nôm ),https://salt.tikicdn.com/cache/280x280/ts/product/21/b5/68/365980791eaae1e11a1eda0037aba36f.jpg,Nhiều ngôn ngữ,Đoàn Trung Còn,"Tam Tự Kinh là sách học vỡ lòng của con trẻ Trung Quốc và cả Việt Nam, được biên soạn từ đời tống (960 – 1279), đến các đời Minh, Thanh lại được bổ sung. Nội dung của sách chỉ hơn một ngàn chữ (1000),...",30000.0,Công ty TNHH TM & DV Văn Hóa Hương Trang,,Bìa mềm,106.0,Nhà Xuất Bản Đà Nẵng,,,
695,Phật Học Từ Điển,https://salt.tikicdn.com/cache/280x280/ts/product/e9/21/95/a00b170811237191042eb59f3df10a6f.jpg,Nhiều ngôn ngữ,"Cuốn sách được trình bày như sau:Phần thứ nhất là phần tra cứu theo chữ Pháp, chữ Phạn, chữ Hán, chữ Tây Tạng, bốn thứ danh từ này âm theo chữ La mã ( u Mỹ).Phần thứ hai là phần quan trọng, phần c...",460000.0,16x24,1560.0,Đoàn Trung Còn,,,,,Phật Học Từ Điển,https://salt.tikicdn.com/cache/280x280/ts/product/e9/21/95/a00b170811237191042eb59f3df10a6f.jpg,Nhiều ngôn ngữ,Đoàn Trung Còn,"Cuốn sách được trình bày như sau:Phần thứ nhất là phần tra cứu theo chữ Pháp, chữ Phạn, chữ Hán, chữ Tây Tạng, bốn thứ danh từ này âm theo chữ La mã ( u Mỹ).Phần thứ hai là phần quan trọng, phần c...",460000.0,Nhà Sách Hồng Ân,2012-06-01 00:00:00,Bìa cứng,1560.0,Nhà Xuất Bản Tổng hợp TP.HCM,16x24,,
696,Từ Điển Việt - Nga (Tái Bản 2015),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img363_13.jpg,Nhiều ngôn ngữ,"Từ Điển Việt - Nga Kể từ khi quyển Từ điển Việt - Nga đầu tiên trong lịch sử từ điển học Xô - viết do tập thể tác giả Liên Xô biên soạn, giáo sư Ô-sa-nhin I.M. và Vũ Đăng Ất hiệu đính (Ma-xcơ-va, 196...",138600.0,11 x 18 cm ,1117.0,TS. Bùi Hiền,,,,,Từ Điển Việt - Nga (Tái Bản 2015),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img363_13.jpg,Nhiều ngôn ngữ,TS. Bùi Hiền,"Từ Điển Việt - Nga Kể từ khi quyển Từ điển Việt - Nga đầu tiên trong lịch sử từ điển học Xô - viết do tập thể tác giả Liên Xô biên soạn, giáo sư Ô-sa-nhin I.M. và Vũ Đăng Ất hiệu đính (Ma-xcơ-va, 196...",138600.0,Huy Hoàng Bookstore,2015-09-15 00:00:00,Bìa mềm,1117.0,Nhà Xuất Bản Thế Giới,11 x 18 cm ,,
697,Từ Điển Khoa Học Và Công Nghệ Anh Việt,https://salt.tikicdn.com/cache/280x280/ts/product/f2/f4/ca/81c74dfc6730d82546442c0b64235a75.jpg,Nhiều ngôn ngữ,"Từ Điển Khoa Học Và Công Nghệ Anh Việt Gồm khoảng 125,000 thuật ngữ, bao quát nhiều chủ đề trong khoa học và công nghệ. Điểm đặc biệt ở đây là mỗi thuật ngữ đều có phần đối chiếu tiếng việt được đưa r...",380000.0,,1664.0,Ban Từ điển biên soạn,,,,,Từ Điển Khoa Học Và Công Nghệ Anh Việt,https://salt.tikicdn.com/cache/280x280/ts/product/f2/f4/ca/81c74dfc6730d82546442c0b64235a75.jpg,Nhiều ngôn ngữ,Ban Từ điển biên soạn,"Từ Điển Khoa Học Và Công Nghệ Anh Việt Gồm khoảng 125,000 thuật ngữ, bao quát nhiều chủ đề trong khoa học và công nghệ. Điểm đặc biệt ở đây là mỗi thuật ngữ đều có phần đối chiếu tiếng việt được đưa r...",380000.0,NXB Khoa Học Kỹ Thuật,,Bìa mềm,1664.0,,,,
