tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
"Tuyển Tập Đề Thi Tốt Nghiệp THPT Và Tuyển Sinh Đại Học, Cao Đẳng Của Các Trường THPT Chuyên Môn Vật Lí 2009",https://www.vinabook.com/images/thumbnails/product/240x/288899_p79447m32957.jpg,Đại học – cao đẳng – thcn,"  Thông tin tác giả    Nguyễn Thị Thanh Huyền 
                                                                                                                                            Nguyễn Thị Thanh Huyền
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Mai Bình Hùng     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả      Tuyển tập đề thi tốt nghiệp THPT và tuyển sinh đại học, cao đẳng của các trường THPT Chuyên môn Vật lí - 2009Thực hiện công văn số 9550/BGDD - KTKĐCLGD ngày 13/10/2008 của Bộ Giáo dục và Đào tạo chủ trương về các kỳ thi năm 2009, với yêu cầu tiếp tục nâng cao chất lượng kì thi năm 2009, với yêu cầu tiếp tục nâng cao chất lượng kì thi tốt nghiệp THPT, bổ túc THPT và kỳ thi tuyển sinh đại học, cao đẳng. Bộ Giáo dục và đào tạo thông báo một số chủ trương về các kỳ thi năm 2009 như sau:1. Trong kỳ thi tốt nghiệp THPT, bổ túc THPT vẫn tiếp tục thi trắc nghiệm 100% đối với các môn Ngoại ngữ, Vật lí, Hoá học, Sinh học; các môn Toán, Văn, Lịch sử, Địa lí thi tự luận (nếu có quy định môn thi).2. Trong kỳ thi tuyển sinh đại học, cao đẳng vẫn tiếp tục thi trắc nghiệm 100% đối vối các môn Ngoại ngữ, Vật lí, Hoá học, Sinh học; các môn Toán, Văn, Lịch sử, Địa lí thi tự luận.Để cung cấp tài liệu tham khảo cần thiết cho các thầy cô giáo và các em học sinh ôn tập kiến thức để nâng cao chất lượng kỳ thì tốt nghiệp THPT, bổ túc THPT và kỳ thi tuyển sinh đại học, cao đẳng, đảm bảo người tốt nghiệp đạt chuẩn kiến thức, kỹ năng đã quy định cho cấp THPT, chúng tôi tổ chức sưu tầm và tuyển chọn các đề thi tốt nghiệp THPT và đại học, cao đẳng môn Vật Lý của các trường THPT Chuyên trên toàn quốc như: Trường THPT Chuyên Trần Hưng Đạo, Trường THPT Chuyên Lê Quý Đôn, Trường THPT Chuyên Hà Tĩnh, Trường THPT Chuyên Lê Hồng Phong,",68.0, 17x24 cm , 02/2009 , Kinh Đô 2 , Nxb Hà Nội ,456.0," Nguyễn Thị Thanh Huyền , Mai Bình Hùng ", Bìa mềm ,
Lý Thuyết Số Và Chuyên Đề Nâng Cao,https://www.vinabook.com/images/thumbnails/product/240x/276742_p77741mlythuyet.jpg,Đại học – cao đẳng – thcn,"  Thông tin tác giả    Nhiều tác giả     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Lý Thuyết Số Và Chuyên Đề Nâng Cao nhằm cung cấp những kiến thức nền tảng về Số học phục vụ việc tham khảo cho học sinh, đặc biệt là học sinh giỏi, cũng như tham khảo cho sinh viên các trường sư phạm và tài liệu giảng dạy cho các thầy cô đứng các lớp chuyên, lớp chọn toán.Nội dung của cuốn sách này được trình bày cụ thể như sau:Chương 1 tập trung trình bày về chia hết, đồng dư, biểu diễn số, Định lý nhỏ Fermat, Định lý Euler, Định lý Wilson và các hàm số học cơ bản. Các vấn đề về phương trình đồng dư, phương trình đồng dư bậc hai và hệ phương trình đồng dư được trình bày chi tiết trong chương 2, đặc biệt là Định lý Trung Hoa về dư, ký hiệu Legendre, ký hiệu Jacobi về số chính phương mod p.Chương 3 tập trung trình bày về một vài phương trình nghiệm nguyên cổ điển, chẳng hạn Phương trình Pythagore, Phương trình Pell, Phương trình Mordell.Vì mục đích của cuốn sách có thể dùng cho đối tượng từ cuối cấp trung học cơ sở tới sinh viên đại học nên tác giả lựa chọn cách trình bày, chứng minh chỉ dùng các kiến thức toán sơ cấp xuyên suốt từ chương 1 đến chương 3. Xen lẫn những chứng minh sơ cấp, tác giả có một vài bình luận nếu dùng kiến thức của toán cao cấp, đặc biệt của Đại số hiện đại. Đặc biệt, chương 4 dành cho việc giới thiệu một số chuyên đề nâng cao và vấn đề của lý thuyết số được nhiều nhà toán học quan tâm trong suốt quá trình phát triển. Sau mỗi mục và chương, cuốn sách đều cung cấp nhiều ví dụ tổng hợp kèm lời giải chi tiết để giúp các em hình thành kỹ năng giải toán số học. Các bài tập cuối mỗi chương không có hướng dẫn giải giúp các em ôn luyện kiến thức, tìm kiếm thách thức, rèn luyện tư duy khi giải các bài tập này.Mời bạn đón đọc. ",95.0, 17 x 24 cm , 06/2017 , NXB Thông Tin và Truyền Thông , Nxb Thông tin & truyền thông ,356.0, Nhiều tác giả , Bìa mềm ,
Đa Thức - Chuỗi & Chuyên Đề Nâng Cao,https://www.vinabook.com/images/thumbnails/product/240x/276746_p77740mscan0002.jpg,Đại học – cao đẳng – thcn,"  Thông tin tác giả    Nhiều tác giả     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nói đến Đại số sơ cấp là người ta thường hay nói đến phương trình, hệ phương trình, bất đẳng thức. Một mảnh đất đã được cày xới nhiều lần và quá sâu qua năm tháng. Để có thể tiếp cận mảnh đất ấy theo cách mới chúng tôi đã sử dụng vành đa thức, trường C, kết thức, khai triển đa thức, chuỗi lũy thừa hình thức. Vành đa thức được xây dựng một cách tổng quát, tránh được sự khác biệt vai trò giữa x và các hệ số thuộc đa thức. Trường C được chứng minh là đóng đại số để khi giải quyết những vấn đề liên quan tới phương trình chúng ta sẽ có nghiệm của nó. Với khái niệm phần tử đại số, ta dễ dàng chỉ ra x là phần tử siêu việt trên trường cơ sở K.Nội dung của mỗi chương được giới thiệu cụ thể như sau:Chương 1: Giới thiệu vành đa thức, số phức và tính đóng đại số của trường C. Các bài trong chương  tập trung xây dựng vành đa thức, đánh giá nghiệm. đa thức bất khả quy và các công thức nội suy, như Mội suy Taylor, Newton, Lagrange. Từ đó ta suy ra điều kiện có nghiệm chung của các đa thức và sự phân tích đa thức thành tích các nhân tử bất khả quy trong R [x]. Đối với đa thức hệ số nguyên, chúng tôi đã trình bày bốn tiêu chuẩn để nhận biết tính bất khả quy và định nghĩa đa thức tối thiểu của một số đại số. Ngoài ra chúng tôi còn giới thiệu công thức khai triển đa dơn thức, một công thức khai triển tổng quát của Nhị thức Newton.Chương 2: tập trung giới thiệu một số chuyên đề thường gặp trong các kỳ thi học sinh giỏi quốc gia, quốc tế và thi vô địch sinh viên toán. Trong chương này, các chuyên đề về đa thức bậc ba tam giác, hệ phương trình, tổ hợp, công thức chuyển ngược. Định lý không điểm, Định lý Noga Alon,",95.0, 16 x 24 cm , 09/2017 , NXB Thông Tin và Truyền Thông , Nxb Thông tin & truyền thông ,368.0, Nhiều tác giả , Bìa mềm ,
Giáo Án Tham Khảo - Chương Trình Giáo Dục Trẻ 3 - 4 Tuổi - Tái bản 2013,https://www.vinabook.com/images/thumbnails/product/240x/141470_p57676mxx150.jpg,Đại học – cao đẳng – thcn,"  Thông tin tác giả    Nguyễn Thị Quỳnh Mai     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Thị Hạnh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả      Từ năm 2009 – 2010, Bộ Giáo dục và Đào tạo triển khai đại trà Chương trình giáo dục Mầm non mới. Nội
 dung chương trình giáo dục mầm non mới có nhiều đổi mới, cả về nội 
dung, hình thức, phương pháp giảng dạy hướng đến sự phát triển toàn 
diện, phù hợp vùng miền và đối tượng trẻ. Để
 giúp cho việc triển khai Chương trình giáo dục mầm non mới, bộ giáo án 
tham khảo của Chương trình giáo dục mầm non dành cho trẻ nhà trẻ và mẫu 
giáo với các hoạt động cụ thể như hoạt động thể dục, hoạt động môi 
trường xung quanh, hoạt động tạo hình… Mục lục: Một số vấn đề chung của chương trình giáo dục trẻ 3 – 4 tuổi Giáo án tham khảo Hoạt động làm quen với âm nhạc Hoạt động làm quen với thể dục Hoạt động tạo hình Hoạt động khám phá môi trường xung quanh … Mời bạn đón đọc   ",27.0, 17 x 24 cm , 2013 , Kinh Đô 2 , Nxb Hà Nội ,108.0," Nguyễn Thị Quỳnh Mai , Nguyễn Thị Hạnh ", Bìa mềm ,
Bài Tập Toán Cao Cấp - Tập 2: Phép Tính Giải Tích Một Biến Số (Tái Bản Lần Thứ Tư) - Tái bản 2011,https://www.vinabook.com/images/thumbnails/product/240x/133977_xx469.jpg,Đại học – cao đẳng – thcn,"  Thông tin tác giả    Nguyễn Đình Trí 
                                                                                                                                            Nguyễn Đình Trí
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bài Tập Toán Cao Cấp - Tập 2: Phép Tính Giải Tích Một Biến Số (Tái Bản Lần Thứ Tư)Quyển bài tập này trình bày lời giải của các bài tập đã ra trong quyển 
Toán học cao cấp - Tập 2: Phép tính giải tích một biến số của tác giả 
Nguyễn Đình Trí, Tạ Văn Đĩnh và Nguyễn Hồ Quỳnh. Một số bài tập khác đã 
được bổ sung vào. Ở cuối sách có bổ sung thêm một số bài tập hỗn hợp có 
tính chất tổng hợp và nâng cao. Mời bạn đón đọc. ",23.0, 14.5 x 20.5 cm , 2011 , NXB Giáo Dục , NXB Giáo Dục ,270.0, Nguyễn Đình Trí , Bìa mềm ,
Giáo Trình Kế Toán Mỹ,https://www.vinabook.com/images/thumbnails/product/240x/137304_biatruoc9ro5-mu.jpg,Đại học – cao đẳng – thcn," Giáo
 trình Kế toán Mỹ được biên soạn nhằm mục đích đưa kế toán Việt Nam hội 
nhập với kế toán của các nước trong khu vực và trên thế giới. Mặt khác 
nhằm để phục vụ cho việc nghiên cứu và giảng dạy của giảng viên và việc 
học tập của sinh viên tại trường Đại học kinh tế TPHCM nói riêng và cho 
các trường Đại học khác cùng ngành nói chung. Chúng tôi biên soạn giáo 
trình kế toán Mỹ dựa vào các tài liệu, các giáo trình kế toán Mỹ, các 
nguyên tắc kế toán được chấp nhận rộng rãi (GAAP) hiện hành để phục vụ 
cho các mục đích nói trên. Giáo trình kế toán Mỹ bao gồm 7 chương: - Chương 1: Môi trường kế toán - Chương 2: Mô hình kế toán căn bản - Chương 3: Kế toán trong công ty thương mại - Chương 4: Kế toán tài sản ngắn hạn - Chương 5: Kế toán tài sản dài hạn - Chương 6: Kế toán nợ phải trả - Chương 7: Thành viên góp vốn và công ty cổ phầnTrong
 giáo trình, chương 1 và 2 giới thiệu những vấn đề lý luận cơ bản về kế 
toán và mô hình kế toán cơ bản của kế toán Mỹ. Các chương còn lại từ 
chương 3 đến chương 7 giải quyết các nội dung cụ thể về nguyên tắc cơ 
bản của kế toán tài chính Mỹ nhằm nâng cao trình độ hiểu biết về kế toán
 nói chung. Trong
 mỗi chương đều có thêm những câu hỏi trắc nghiệm, ôn tập, bài tập, các 
vấn đề và đáp án cho từng phần riêng biệt để người đọc có thể tự giải 
quyết vấn đề và dễ dàng tự làm bài tập tại lớp, tại nhà. Mời bạn đón đọc.  ",110.0, 16 x 24 cm , 01/2012 , Kinh Tế , Nxb Phương Đông ,492.0,, Bìa mềm ,
Marketing Căn Bản - Tái bản 03/13/2013,https://www.vinabook.com/images/thumbnails/product/240x/49158_55701.jpg,Đại học – cao đẳng – thcn,"  Thông tin tác giả    TS. Phan Thăng     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Marketing là một trong những ngành có nhu cầu về đào tạo không thể thiếu được trong nhiều trường đại học và cao đẳng hiện nay. Để đáp ứng nhu cầu học tập và nghiên cứu Nhà xuất bản Lao Động đã xuất bản cuốn sách ""Marketing Căn Bản"" của Philip Kotler do TS. Phan Thăng, TS. Vũ Thị Phượng và anh Giang Văn Chiến biên dịch.Nội dung của cuốn sách tập trung trình bày những vấn đề cơ bản sau:Khái niệm, nghiên cứu, quản trị và môi trường marketingPhân khúc thị trường và lựa chọn thị trường mục tiêuHành vi và mô hình hành vi của khách hàngMarketing về sản phẩm, giá cả, phân phối lưu thông và khuyến mãiMarketing quốc tếMarketing dịch vụMời bạn đón đọc. ",100.0, 16 x 24 cm , 03/2013 , 45 Đinh Tiên Hoàng , Nxb Lao động ,378.0, TS. Phan Thăng , Bìa mềm ,
Bài Tập Kinh Tế Học Vĩ Mô,https://www.vinabook.com/images/thumbnails/product/240x/47872_54415.jpg,Đại học – cao đẳng – thcn,"  Thông tin tác giả    David Begg 
                                                                                                                                            David Begg
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Damian Ward 
                                                                                                                                            Damian Ward
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Damian Ward 
                                                                                                                                            Damian Ward
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       David Begg 
                                                                                                                                            David Begg
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bài Tập Kinh Tế Học Vĩ MôNội dung của mỗi chương trong Bài Tập Kinh Tế Học Vi Môđều đề cập đến:Mục tiêu nghiên cứuNội dung cần nắm đượcKiểm tra nhanh kiến thức bằng câu hỏi đúng/saiTìm những thuật ngữ phù hợp với khái niệmỨng dụng kiến thức đã học vào các bài tập thông thườngBài tập tình huốngCâu hỏi tư duy. Các ví dụ minh họa, câu hỏi tình huống được trích dẫn từ những tình huống kinh tế xảy ra trong thực tiễn.Mời bạn đón đọc. ",38.0, 17 x 24 cm , 02/2012 , KT Tuấn Minh , Nxb Thống kê ,160.0," David Begg , Damian Ward ", Bìa mềm , Nhiều dịch giả 
Kế Toán Quản Trị - Phần  2: Phân Tích CVP - Dự Toán - Đánh Giá Trách Nhiệm - Định Giá Bán - Thông Tin Thích Hợp Để Ra Quyết Định ,https://www.vinabook.com/images/thumbnails/product/240x/44457_51000.jpg,Đại học – cao đẳng – thcn,"  Thông tin tác giả    PGS.TS. Phạm Văn Dược     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       ThS. Nguyễn Thị Thu Hiền 
                                                                                                                                            ThS. Nguyễn Thị Thu Hiền
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Kế Toán Quản Trị - Phần  2: Phân Tích CVP - Dự Toán - Đánh Giá Trách  Nhiệm - Định Giá Bán - Thông Tin Thích Hợp Để Ra Quyết Định  Kế toán chi phí được  xem là một công cụ quan trọng cung cấp thông tin hữu ích cho nhà quản  trị trong thực hiện chức năng nhiệm vụ. Các thông tin được cung cấp là  cơ sở giúp cho nhà quản trị điều phối các nguồn lực sẵn có một cách hiệu  quả, tiết kiệm chi phí, hạ giá thành sản phẩm. Bên cạnh đó, thông tin  về chi phí sản xuất và giá thành sản phẩm sẽ là cơ sở cho việc phân tích  chênh lệch giữa chi phí dự toán và chi phí thực tế, góp phần xây dựng  hoàn thiện hệ thống định mức chi phí cho doanh nghiệp, thông tin chi phí  cũng sẽ cung cấp cơ sở cho các quyết định của nhà quản trị trong kinh  doanh nhằm nắm bắt thời cơ thị trường kịp thời.Với  những ý nghĩa quan trọng vừa phân tích, môn học kế toán chi phí sẽ  trang bị cho sinh viên những kiến thức về phân loại, dự toán và kiểm  soát chi phí, phân tích sự biến động chi phí, trên cơ sở đó tìm ra  nguyên nhân của sự biến động chi phí, nhằm cung cấp thông tin hữu ích  cho nhà quản trị để có những giải pháp thích hợp trong quá trình hoạt  động sản xuất kinh doanh. Đồng thời, môn học còn trang bị cho sinh viên  kỹ năng tập hợp chi phí, tính giá thành sản phẩm theo các mô hình kế  toán chi phí sản xuất.Nội dung bao gồm:Chương 1: Tổng quan về kế toán chi phíChương 2: Chi phí và phân loại chi phíChương 3: Kế toán CPSX và tính giá thành sản phẩm theo chi phí thực tếChương 4: Kế toán CPSX và tính giá thành sản phẩm theo chi phí thực tế kết hợp với chi phí ước tínhChương 5: Kế toán chi phí sản xuất và tính giá thành sản phẩm theo chi phí định mức.Chương 6: Phân tích biến động chi phíMời bạn đón đọc.  ",75.0, 16 x 24 cm , 12/2010 , Kinh Tế , NXB ĐH Công Nghiệp TPHCM ,344.0," PGS.TS. Phạm Văn Dược , ThS. Nguyễn Thị Thu Hiền ", Bìa mềm ,
"Tiền Tệ Ngân Hàng (Tái Bản Lần Thứ Ba, Có Sữa Chữa Bổ Sung)",https://www.vinabook.com/images/thumbnails/product/240x/40371_46914.jpg,Đại học – cao đẳng – thcn,  Thông tin tác giả    PGS. TS. Nguyễn Minh Kiều     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcChương 1: Tiền tệ và các chế độ tiền tệChương 2: Các thị trường tài chínhChương 3: Hệ thống ngân hàngChương 4: Ngân hàng thương mạiChương 5: Tín dụng và lãi suấtChương 6: Thanh toán qua ngân hàngChương 7: Các tổ chức tín dụng phi ngân hàngChương 8: Phát hành tiềnChương 9: Các học thuyết tiền tệChương 10: Lạm phátChương 11: Chính sách tiền tệChương 12: Tiền tệ và ngân hàng quốc tếMời bạn đón đọc ,88.5, 16 x 24 cm , 2011 , KT Tuấn Minh , Nxb Lao động - Xã hội ,424.0, PGS. TS. Nguyễn Minh Kiều , Bìa mềm ,
Giáo Trình Quản Trị Doanh Nghiệp (Dùng Cho Trình Độ Trung Cấp Nghề Và Cao Đẳng Nghề),https://www.vinabook.com/images/thumbnails/product/240x/41878_48421.jpg,Đại học – cao đẳng – thcn," Môn học quản trị doanh nghiệp cung cấp những kiến thức về cung cách tổ chức, điều hành để nâng cao hiệu quả hoạt động kinh doanh của một doanh nghiệp trong điều kiện cạnh tranh của nền kinh tế thị trường.Cuốn sách gồm 5 chương:Chương I: Doanh nghiệp và tổ chức bộ máy quản trị doanh nghiệpChương II: Lập chiến lược, kế hoạch trong quản trị doanh nghiệpChương III: Quản trị nhân sự, khoa học - công nghệ trong doanh nghiệpChương IV: Quản trị chi phí, kết quả và các chính sách tài chính doanh nghiệpChương V: Kế toán và ra quyết địnhMời bạn đón đọc. ",25.0, 14.5 x 20.5 cm , 2010 , Kinh Đô 2 , Nxb Lao động ,176.0,, Bìa mềm ,
Chất Lượng Giáo Dục Đại Học Nhìn Từ Góc Độ Hội Nhập,https://www.vinabook.com/images/thumbnails/product/240x/38741_45284.jpg,Đại học – cao đẳng – thcn,"  Thông tin tác giả    Nguyễn Văn Tuấn 
                                                                                                                                            Nguyễn Văn Tuấn
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong quá trình hội nhập với thế giới, giáo dục đại học nước ta không thể đứng ngoài những chuẩn mực về quy trình, chất lượng đào tạo và nghiên cứu khoa học đã được các nước tiên tiến thừa nhận từ lâu.Thực tế, cho đến nay, nhìn chung các đại học nước ta cũng chưa thực sự là đại học theo lý tưởng và mô hình đại học hiện đại. Do vậy, nỗ lực giải quyết những vấn đề còn tồn tại trong giáo dục đại học để vươn lên theo kịp người là một nhiệm vụ bức thiết lúc này.Cuốn sách này được viết cho tất cả những ai quan tâm đến giáo dục đại học, chứ không chỉ riêng cho giới nghiên cứu sinh, giảng viên và nhà quản lý đại học. Bạn đọc có thể xem đây là ý kiến tâm huyết của một người Việt ở nước ngoài lúc nào cũng đau đáu quan tâm đến nền giáo dục và khoa học nước nhà.Mời bạn đón đọc.  
                                                                   Báo chí giới thiệu
                                                                ",80.0, 14 x 20 cm , 08/2011 , NXBTH TPHCM , Nxb Tổng hợp TP.HCM ,336.0, Nguyễn Văn Tuấn , Bìa mềm ,
