tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
AC Milan - 120 Năm Vĩ Đại,https://www.vinabook.com/images/thumbnails/product/240x/347010_p88651mbaacmilan2d2.jpg,Bóng đá," Tôi may mắn đến với bóng đá đúng vào giai đoạn thăng hoa của Serie A và đội tuyển Italia ở Espana 1982. Serie A ngày đó được ví như World Cup thu nhỏ với đầy đủ những ngôi sao sáng nhất của bóng đá thế giới cùng biết bao bộ óc siêu việt trên băng ghế huấn luyện. Tôi vẫn nhớ hình ảnh Chủ tịch Silvio Berlusconi đội trưởng Baresi bước xuống từ trực thăng ra mắt các Tifosi, và mở ra một trang mới trong lịch sử Milan. Enzo Bearzot, HLV của đội tuyển Ý tại World Cup 1982 từng nói ""Nước Ý nghèo nên khi có được cái gì đó chúng tôi phải cho vào túi áo và cài nắp túi lại, bóng đá Ý với lối chơi phòng ngự danh bất hư truyền đã ra đời trong hoàn cảnh như thế"". Còn HLV Arrigo Sacchi đã phất cờ để làm một cuộc cách mạng với lối chơi phòng ngự khu vực đầy quyến rũ và hiệu quả. AC Milan của thập niên 1980 không chỉ giành được nhiều danh hiệu mà còn có những con người mang tính biểu tượng như Baresi, Maldini, Bộ ba Hà Lan, Tassotti, Albertini",168.0, 16 x 24 cm , 30/09/2019 , TH Books , Nxb Hà Nội ,384.0,, Bìa mềm ,
Hồi Ký Của Một Huyền Thoại Manchester United,https://www.vinabook.com/images/thumbnails/product/240x/353204_p90562mbiasachsolskjaer.jpg,Bóng đá,"  Thông tin tác giả    Ian Macleay     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn sách bạn không thể bỏ lỡ nếu bạn đã, đang và sẽ quan tâm đến Manchester United và bóng đá.Trong mười một mùa bóng diệu kỳ ở Manchester United, Ole Gunnar Solskjaer đã thi đấu 366 trận và ghi được 126 bàn thắng. Ông trở nên nổi tiếng nhờ khả năng kỳ lạ: Chuyên gia ghi bàn trong những phút cuối cùng của những trận đấu quan trọng. Từ Ole cầu thủ được yêu mến…Nhưng thực tế, Ole không phải là người “sinh ra đã có số phận làm cầu thủ”. Ông luôn nói với mọi người rằng, nếu không quyết định làm cầu thủ, ông sẽ trở thành một kế toán giỏi. Vậy mà Ole đã chọn bóng đá, đặc biệt là việc ghi bàn vào lưới đối phương. Có một phân tích cho thấy rằng, trong số 126 bàn thắng mà Ole ghi cho United, thì có 50 bàn được thực hiện trong 30 phút cuối cùng của trận đấu, trong đó lại có 33 bàn được ghi trong vòng 15 phút cuối. Ông thường vào sân từ băng ghế dự bị, nhưng ông được gọi là “Siêu Dự Bị” vì ông luôn theo dõi trận đấu sát sao, vào sân ở thời điểm nào cũng bắt nhịp được ngay lập tức, và dứt điểm rất hiệu quả. Bàn thắng ấn tượng nhất của ông là bàn ghi vào lưới Bayern Munich, giúp United vô địch Champions League năm 1999, giành được Cú Ăn Ba trứ danh.Vốn là một cầu thủ đầy kinh nghiệm chuyên môn và lại có lối sống lành mạnh, tính cách đàng hoàng, Ole tự nhiên trở thành một hình mẫu đối với các cầu thủ trẻ. Sir Alex đã luôn giục Cristiano và Wayne học từ tấm gương tuyệt vời của Ole, đặc biệt là về bản tính khiêm tốn và giản dị. Ole giã từ sự nghiệp vào đầu mùa bóng 2007/08, sau thời gian dài vật lộn với chấn thương, rồi trở lại với phong độ tuyệt vời khiến cả những người lạc quan nhất cũng phải bất ngờ. Sau khi treo giày, dưới sự theo dõi sát sao của Sir Alex, Ole giành thời gian huấn luyện các tiền đạo trẻ.…đến Ole – Vị thuyền trưởng của một MU tràn đầy hi vọngVào cuối năm 2018, định mệnh đã khép thành một vòng tròn hoàn hảo: Ole trở lại Manchester United, lần này là với vai trò huấn luyện viên. Trong cương vị mới, những cổ động viên trung thành của sân Old Trafford lại nhiều lần nữa được hát vang tên ông với niềm tự hào và hi vọng: Ole sẽ cùng đội bóng mà mình yêu quý “ghi nhiều bàn thắng” trong lòng người hâm mộ.Bình luận viên Vũ Quang Huy trong lời tựa dành cho cuốn sách này đã viết: “Tôi vẫn cho rằng trong cuộc đời này con người nào cũng có sứ mệnh riêng của mình. Với Solskjaer là hình ảnh của 1 tiền đạo biết cách tỏa sáng đúng lúc, ghi những bàn thắng quyết định khi vào sân từ ghế dự bị. Tôi cho rằng khi đặt cược vào Ole và đội ngũ của ông, những ông chủ của MU tin vào một chặng đường dài, rằng MU nhất định sẽ toả sáng…”Hiếm có cuốn sách nào bao gồm đầy đủ thông tin về Solskjaer như cuốn “Hồi ký của một huyền thoại Manchester United”. Trong đó, cây bút thể thao Ian Macleay đã ghi lại tất cả những nốt thăng và trầm trong sự nghiệp của “Sát thủ có gương mặt trẻ thơ”. Từ đó, độc giả sẽ có một cái nhìn sâu sắc về một con người, một tiền đạo sẽ mãi mãi là một biểu tượng trong lịch sử Manchester United.Đây là một cuốn sách đáng đọc đối với tất cả các fan của Solskjaer, của M.U., và các cổ động viên yêu bóng đá nói chung.Mời bạn đón đọc. ",199.0, 16 x 24 cm , 31/12/2019 , Hoa Học Trò , NXB Thanh Niên ,306.0, Ian Macleay , Bìa cứng , Nguyễn An Nguyên 
Chân Dung Bộ Ba Messi - Neymar - Suarez,https://www.vinabook.com/images/thumbnails/product/240x/344347_p88324mchandung.jpg,Bóng đá,"  Thông tin tác giả    Luca Caioli     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Đây là cuốn sách viết đầy đủ nhất về ba nhân vật này cho đến thời điểm cả ba hội tụ tại Barcelona, hình thành “cây đinh ba” trên hàng tấn công của Barcelona.Theo thống kê năm 2016, nghĩa là 2 năm kể từ ngày Bộ ba này kết hợp nhau trên hàng tấn công, Barcelona ghi 367 bàn trên khắp các mặt trận, trong đó 264 bàn thuộc về Messi, Suarez và Neymar.Nếu đưa ra những con số so sánh thế này thì các bạn mới biết Bộ ba này khủng đến mức nào: trong 2 năm đó chỉ có 2 đội bóng Châu Âu là có thể ghi được số bàn thắng lớn hơn Bộ ba này thôi: Real Madrid với 296 bàn và Paris Saint-Germain với 270 bàn. Điều này nói lên sức tàn phá khủng khiếp của MSN.Mời bạn đón đọc. ",99.0, 13 x 20.5 cm , 08/08/2019 , Hanoibooks , Nxb Lao động ,220.0, Luca Caioli , Bìa mềm , Nguyễn An Nguyên 
Đi Ra Biển Lớn,https://www.vinabook.com/images/thumbnails/product/240x/339854_p87808mscan0001.jpg,Bóng đá,"  Thông tin tác giả    Hoàng Dân 
                                                                                                                                            Hoàng Dân
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Hoàng Linh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Chỉ trong khoảng thời gian chưa đầy 2 năm, bóng đá Việt Nam đã đạt được những bước tiến rất dài. Từ một đội bóng thuộc “vùng trũng” Đông Nam Á. đội tuyển Quốc gia đã vươn tới tầm châu lục, trong sự ngỡ ngàng của giới chuyên môn khắp châu lục. Hơn 90 triệu cổ động viên nước nhà, đã nhiều lần vỡ òa trong sung sướng, trước những chiến thắng đầy quả cảm của các chàng trai áo đỏ.Từ siêu phẩm “cầu vồng trong tuyết” của Quang Hải đến cú volley xuất thần của Anh Đức đều khiến người hâm mộ túc cầu ở Việt Nam sẽ không thể nào quên. Hơn cả tiếng hò ra và giọt nước mắt rưng rưng vì vui sướng, môn thể thao vua đã mang đến hàng triệu phút giây tuyệt vời.Cuốn sách Đi ra biển lớn của hai tác giả Hoàng Dân và Hoàng Linh giống như những lời tâm sự từ tận đáy lòng mà các cổ động viên nhiệt thành gửi đến các cầu thủ của chúng ta.Mời bạn đón đọc. ",99.0, 12 x 20 cm , 03/2019 , Hanoibooks , Nxb Lao động ,208.0," Hoàng Dân , Hoàng Linh ", Bìa mềm ,
Messi vs Ronaldo - Đại Chiến Giữa Những Vị Thần,https://www.vinabook.com/images/thumbnails/product/240x/333666_p86718mscan0001.jpg,Bóng đá,"  Thông tin tác giả    Luca Caioli     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Messi vs Ronaldo - Ai là người xuất sắc hơn? Đấy không phải là câu hỏi mà cuốn sách này cố gắng trả lời. Nhưng thông qua cuốn sách này, các bạn sẽ có được tất cả những gì các bạn cần phải biết về hai siêu sao bóng đá đương đại, để từ đó có thể tự mình đưa ra quyết định.Mời bạn đón đọc. ",129.0, 13 x 20.5 cm , 04/2019 , TH Books , Nxb Hà Nội ,320.0, Luca Caioli , Bìa mềm , Việt Cường 
Mbappé - Cậu Bé Vàng,https://www.vinabook.com/images/thumbnails/product/240x/340361_p87487mscan0001.jpg,Bóng đá,"  Thông tin tác giả    Cyril Collot     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Luca Caioli     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     “Xin chào tất cả mọi người. Kylian là người tuyệt vời nhất. Anh ấy là người hùng của Bondy. Ai cũng yêu mến anh ấy. Anh ấy là hình mẫu cho mọi trẻ em chơi bóng đá. Anh ấy rất tốt bụng. Wilfrid và Fayza đã nuôi dạy các con mình rất tốt. Ethan chắc chắn sẽ theo bước anh trai, Kylian.”Idrisse năm nay 9 tuổi. Ngoài thời gian ở trường, cậu bé chơi bóng cho đội U-10. Trong vài chục chữ, cậu bé đã có thể tóm lược được suy nghĩ của tất cả mọi người ở Bondy, từ Madame La Maire (Bà Thị trưởng - N.D), tới những đứa trẻ đang chơi bóng trên những sân bóng ở Stade Léo-Lagrange chỉ cách đó vài trăm mét…… “Tôi gọi cậu ấy là Cậu bé vàng Mbappé là cầu thủ mà tôi có cảm tình đặc biệt, một tài năng xuất chúng và sẽ sớm trở thành cầu thủ xuất sắc nhất lịch sử bóng đá. Tôi sẽ giúp đỡ cậu ấy hết sức có thể.”               - NEYMAR“Cậu ấy là cẩu thủ xuất sắc nhất mà tôi từng thấy trong 15 năm huấn luyện ở đây. Ở Paris có rất nhiều tài năng nhưng tôi chưa bao giờ thấy tài năng như vậy. Cậu ấy là thứ mà chúng tôi gọi là tốt nhất.”                 - Atmane AiroucheMời bạn đón đọc. ",119.0, 13 x 20.5 cm , 15/06/2019 , TH Books , Nxb Hà Nội ,296.0," Cyril Collot , Luca Caioli ", Bìa mềm , Việt Cường 
Paul Pogba - Con Đường Trở Thành Một Ngôi Sao,https://www.vinabook.com/images/thumbnails/product/240x/335952_p87308mscan0001.jpg,Bóng đá,"  Thông tin tác giả    Cyril Collot     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Luca Caioli     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Paul Labile Pogba (sinh ngày 15 tháng 3 năm 1993) là cầu thủ người Pháp gốc Guinée hiện đang chơi cho Manchester United và đội tuyển bóng đá quốc gia Pháp ở vị trí tiền vệ.Pogba bắt đầu sự nghiệp chơi bóng đá nghiệp dư của mình cho câu lạc bộ địa phương ở Paris là Roissy-en-Brie và US Torcy trước khi chơi cho câu lạc bộ chuyên nghiệp Le Havre vào năm 2007. Anh sang nước Anh để chơi cho Manchester United từ năm 2009 và vụ chuyển nhượng đã gây tranh cãi khi câu lạc bộ cũ của anh đòi tố cáo câu lạc bộ Anh về quyền sử dụng cầu thủ. Pogba là một cầu thủ trẻ quốc tế của Pháp ở cấp độ U16, U17 và U18. Ở đội tuyển U16 quốc gia, anh mang băng đội trưởng và đã cùng đội tuyển vô địch Aegean Cup và Tournio du Val-de-Marne. Ở cấp U17, anh được thi đấu tại giải vô địch U17 bóng đá châu Âu do UEFA tổ chức vào năm 2010. Ở cấp độ đội tuyển quốc gia, anh được triệu tập tham dự World Cup 2014, Euro 2016 và World Cup 2018.“Paul Pogba – Con đường trở thành một ngôi sao” là cuốn sách kể chi tiết về hành trình của cậu bé da màu đam mê trái bóng tròn, trải qua nhiều biến cố nhưng  Paul Pogba với ý chí vươn lên và đối đầu với mọi nghịch cảnh, anh giờ đã trở thành một ngôi sao thế giới và được nhiều câu lạc bộ chào đón.Mời bạn đón đọc. ",119.0, 13 x 20.5 cm , 05/2019 , Hanoibooks , Nxb Lao động ,280.0," Cyril Collot , Luca Caioli ", Bìa mềm , Nhan Thanh 
Chìa Khóa Thành Công Của Tôi - Tự Truyện Của Siêu Cò Jorge Mendes,https://www.vinabook.com/images/thumbnails/product/240x/343393_p88178mscan0002.jpg,Bóng đá,"  Thông tin tác giả    Miguel Cuesta     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Jonathan Sánchez     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Thực ra từ CÒ là thuần Việt, rất hay trong tiếng Việt. Nhưng thực chất ở thế giới, CÒ là người đại diện mọi mặt quyền lợi cho các cầu thủ, cầu thủ họ giàu không chỉ trong sân cỏ, mà cả ngoài sân cỏ bởi những người này.Jorge Mendes được thế giới túc cầu biết tới không chỉ ông là đại diện của nhiều cầu thủ đẳng cấp, mà ngoài ra, ông còn được biết tới là một Cò rất có tâm trong nghề.CHÌA KHOÁ THÀNH CÔNG CỦA TÔI là cuốn tự truyện của một người được cả thế giới bóng đá tôn trọng, Jorge Mendes. Cuốn tự truyện bóc trần thế giới ngầm của ông.Mời bạn đón đọc. ",169.0, 16 x 24 cm , 25/07/2019 , Hanoibooks , Nxb văn học ,348.0," Miguel Cuesta , Jonathan Sánchez ", Bìa mềm , Lê Ánh Khánh Nữ 
Từ Thường Châu Đến Vô Địch AFF Cup,https://www.vinabook.com/images/thumbnails/product/240x/330729_p86662mscan0001.jpg,Bóng đá,"  Thông tin tác giả    Lê Huy Khoa Kanata     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Trương Anh Ngọc     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Năm 2018, bóng đá Việt Nam đã gặt hái được những thành công đáng kinh ngạc, U23 giành ngôi Á quân Châu á một cách không thể bất ngờ hơn tại Thường Châu, rồi Olympic Việt Nam với nòng cốt là U23 Việt Nam lại tiếp tục dự ASIAD 2018 tại Indonesia và lọt vào top 4 đội mạnh nhất của giải đấu.Đỉnh cao của bóng đá Việt Nam là đội tuyển Quốc gia vô địch Aff Cup ngay trên sân nhà sau đúng 10 năm khắc khoải đợi chờ một cách vô vọng. Bóng đá không chỉ là đá bóng, nó chứng minh tiềm năng rất lớn của một dân tộc rằng chỉ cần quyết tâm, đoàn kết, với một phương thức đúng đắn, chúng ta sẽ làm được mọi điều chúng ta mong muốn.Cuốn Sách Từ Thường Châu Đến Vô Địch Aff Cup được viết bởi nguyên trợ lý Hlv Lê Huy Khoa Kanata và Nhà báo Trương Anh Ngọc, phần hình ảnh được thực hiện bởi Nhà báo Trần Giáp – Báo Thể thao & Văn hóa(TTXVN). Những gì tinh túy nhất, cảm xúc nhất, chân thật nhất về đội tuyển của chúng ta đều nằm trong cuốn sách này.Là người đồng hành và theo sát hành trình của U23 Việt Nam trong vai trò trợ lý ngôn ngữ của đội tuyển từ vòng chung kết U23 châu Á đến ASIAD 2018, anh Lê Huy Khoa đã mang đến nhiều câu chuyện hấp dẫn về đội tuyển, huấn luyện viên Park Hang Seo và Ban huấn luyện, là những nội dung hay nhất, chân thật nhất về đội tuyển của chúng ta.Còn Nhà báo Trương Anh Ngọc là nhà báo duy nhất của Việt nam đại diện cho Việt nam bỏ phiếu bầu Quả bóng vàng Thế giới, những bài viết của anh giàu cảm xúc và mang hơi thở của những trải nghiệm cuộc sống như chính bản thân con người anh, một phóng viên của Thông tấn xã Việt nam. Đọc cuốn sách này một lần nữa sẽ đem lại cho bạn cảm xúc như lúc bạn đang xem đội tuyển chúng ta thi đấu thăng hoa, đó là điều chắc chắn các bạn sẽ cảm nhận được.Mời bạn đón đọc. ",99.0, 13 x 20 cm , 07/03/2019 , Hanoibooks , Nxb Lao động ,244.0," Lê Huy Khoa Kanata , Trương Anh Ngọc ", Bìa mềm ,
Neymar - Thiên Tài Tranh Cãi,https://www.vinabook.com/images/thumbnails/product/240x/326264_p86010mneymar2d.jpg,Bóng đá,"  Thông tin tác giả    Luca Caioli     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cậu ấy có tất cả những phẩm chất của một cầu thủ vĩ đại: cậu ấy rê bóng rất giỏi, ở tốc độ cao; cậu ấy chuyển hướng một cách thanh thoát; cậu ấy có thể dẫn bóng bằng chân trái hay chân phải; cậu ấy có một lực sút tốt; cậu ấy rất nhanh, sáng tạo, thông minh và có sự chính xác ổn định trong những pha dứt điểm cả trong lẫn ngoài vòng cấm; cậu ấy là một goleador (tay săn bàn hàng đầu); cậu ấy có thể ghi bàn bằng chân trái hay chân phải, bằng đầu, hay từ một quả đá phạt; cậu ấy đá phạt góc rất hay, có thể đưa bóng cuộn vào vòng cấm. Có lẽ phẩm chất tuyệt vời nhất, điều làm nên sự khác biệt so với các ngôi sao khác, là khả năng rê bóng và ghi bàn bằng cả hai chân - điều mà tôi chỉ mới thấy có Pelé làm được.Có lẽ cậu ấy nên học cách không ngã xuống một cách quá dễ dàng. Khi Leo Messi bắt đầu rê bóng, kể cả khi đối thủ lao vào để tắc bóng hay dùng cả thân mình để ngăn cản, thì cũng chẳng có điều gì xảy ra cả. Messi tiếp tục chạy và rê bóng, tiếp tục hướng về khung thành. Neymar, ngược lại, sẽ ngã xuống. Một phần vì cậu ấy vẫn còn hơi yếu về mặt thể lực, phần khác vì cậu ấy thích tạo ra một chút kịch tính, kiểu làm trò, để thu hút sự chú ý của đám đông; anh biết đấy, cậu ta giả vờ bị phạm lỗi. Đó là một khiếm khuyết của tuổi trẻ mà cậu ấy đang cố gắng từ từ thoát ra.      (Eduardo Gonçalves de Andrade)Mời bạn đón đọc. ",148.0, 15.5 x 23 cm , 01/2019 , TH Books , Nxb Hà Nội ,372.0, Luca Caioli , Bìa mềm , Việt Cường 
Andrés Iniesta The Artist - Khi Bóng Đá Là Nghệ Thuật,https://www.vinabook.com/images/thumbnails/product/240x/325460_p85913mscan0001.jpg,Bóng đá,"  Thông tin tác giả    Andrés Iniesta     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Peter Jenson and Sid Lowe (chấp bút)     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Có một điều khá hoang đường trong thời đại truyền thông như bây giờ, đó là sự tồn tại của những cầu thủ không có antifan. Vậy mà Andrés Iniesta lại là một người nằm trong cõi hoang đường đó. Chàng trai ấy sở hữu tài năng xuất chúng, nhân cách hiền hậu, những phát ngôn chuẩn mực, và đặc biệt là những bàn thắng tuy không nhiều nhưng bùng nổ đất trời. Thế rồi, ta rời khỏi những dòng tìm kiếm trên Google, rời khỏi thảm cỏ xanh mướt, và thời khắc ta lật cuốn sách “Andrés Iniesta - Khi bóng đá là nghệ thuật”, thì điều đập vào mắt ta là một thế giới khác: thế giới nội tâm đầy những hỷ nộ ái ố, cắn rứt, đau khổ của con người ngỡ rằng có tất cả ấy. Đó là một thế giới nghệ thuật mang tên Andrés Iniesta mà như anh bảo “Tôi dành cho bạn những gì bạn chưa biết…”      (Dũng Phan)Mời bạn đón đọc. ",159.0, 15.5 x 23 cm , 12/2018 , TH Books , Nxb Hà Nội ,388.0," Andrés Iniesta , Peter Jenson and Sid Lowe (chấp bút) ", Bìa mềm , Hà My 
Bóng Đá - Góc Nhìn Phan Đăng,https://www.vinabook.com/images/thumbnails/product/240x/306756_p82903mbatrc.jpg,Bóng đá,"  Thông tin tác giả    Nhà báo Phan Đăng     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bằng lối viết tinh tế và vốn hiểu biết sâu sắc của mình, tác giả Phan Đăng đã đem đến cho độc giả một bức tranh vừa tổng quan vừa chi tiết về làng bóng Việt Nam. Từ bức tranh về những cá nhân có ảnh hưởng như các huấn luyện viên, danh thủ trong phần “50 nét vẽ” đến bức tranh thời cuộc như những nốt thăng - danh hiệu và chức vô địch đến những nốt trầm - nạn bán độ, đau đáu chuyện thể lực cầu thủ… đều được tác giả khắc họa một cách sinh động và chân thực. Qua đó, tác giả đã mang đến cho bạn đọc một cái nhìn chân thực về bóng đá Việt đồng thời gửi gắm cả tình yêu và khát vọng nâng tầm thể thao nước nhà lên tầm châu lục và thế giới.Mời bạn đón đọc.",127.0, 14.5 x 20.5 cm , 06/2018 , Hanoibooks , Nxb Lao động ,408.0, Nhà báo Phan Đăng , Bìa mềm ,
